,laptop_ID,Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,height,width,Cpu Speed GHz,Cpu Company,has_SSD,has_HDD,GpuManufacturer
739,747,Acer,Notebook,15.6,4,Windows 10,2.4,410.8,1366,768,2.0,Intel,0,1,Intel
740,748,Dell,Notebook,15.6,8,Windows 10,2.0,1207.0,1920,1080,2.7,Intel,1,1,Nvidia
741,749,Dell,Notebook,15.6,8,Windows 10,2.0,665.0,1366,768,2.0,Intel,1,0,Intel
742,750,Other,Notebook,14.0,8,Windows 10,1.25,1535.0,1920,1080,2.5,Intel,1,0,Intel
743,751,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,1920,1080,2.5,Intel,1,0,Intel
744,752,Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,3840,2160,2.8,Intel,1,0,Nvidia
745,753,Acer,Notebook,14.0,2,Other,1.68,330.0,1366,768,1.6,Intel,0,0,Intel
746,754,Other,Ultrabook,13.3,16,Windows 10,0.81,1649.0,1920,1080,2.7,Intel,1,0,Intel
747,755,HP,Notebook,15.6,8,Windows 10,1.86,539.0,1920,1080,2.0,Intel,1,0,Intel
748,757,Dell,Notebook,14.0,8,Windows 10,1.6,1126.71,1366,768,2.5,Intel,1,0,Intel
749,758,HP,Workstation,17.3,16,Other,3.0,4389.0,1920,1080,2.9,Intel,1,0,Nvidia
750,759,Lenovo,Netbook,11.6,4,Windows 10,1.4,475.0,1366,768,1.6,Intel,1,0,Intel
751,760,HP,Notebook,15.6,8,Windows 10,1.84,1900.0,1920,1080,2.4,Intel,1,0,Intel
752,761,Asus,Notebook,15.6,4,Other,2.45,579.0,1366,768,2.3,Intel,0,1,Nvidia
753,762,Lenovo,Ultrabook,14.0,4,Windows 10,1.7,1096.0,1920,1080,2.3,Intel,1,0,Intel
754,763,Asus,Notebook,15.6,4,Windows 10,2.37,849.9,1366,768,2.7,Intel,1,0,Intel
755,764,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,3200,1800,1.8,Intel,1,0,Intel
756,765,HP,Notebook,15.6,8,Windows 10,2.2,1099.0,1920,1080,2.5,Intel,1,1,Nvidia
757,766,HP,Workstation,15.6,8,Other,2.59,1561.0,1920,1080,2.6,Intel,1,0,Nvidia
758,767,Dell,Gaming,15.6,16,Windows 10,4.42,2868.99,3840,2160,2.8,Intel,1,1,Nvidia
759,768,Acer,Notebook,15.6,4,Windows 10,2.1,599.0,1366,768,2.5,Intel,1,0,Intel
760,769,Lenovo,Gaming,15.6,8,Windows 10,2.5,1048.0,1920,1080,2.8,Intel,1,1,Nvidia
761,770,Dell,Ultrabook,12.5,16,Windows 10,1.18,1859.0,1920,1080,2.8,Intel,1,0,Intel
762,771,Other,Ultrabook,12.3,8,Other,1.1,1559.0,2400,1600,1.2,Intel,1,0,Intel
763,772,Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,3200,1800,2.5,Intel,1,0,Intel
764,773,Dell,Notebook,13.3,4,Windows 10,1.65,849.0,1366,768,2.0,Intel,0,1,Intel
765,774,Acer,Notebook,13.3,4,Windows 10,1.6,655.0,1366,768,2.3,Intel,1,0,Intel
766,775,Asus,Notebook,17.3,4,Windows 10,2.8,470.34,1366,768,1.1,Intel,0,1,Nvidia
767,776,Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,3840,2160,2.6,Intel,1,1,Nvidia
768,777,Other,Ultrabook,13.3,8,Windows 10,1.31,1599.0,1920,1080,2.7,Intel,1,0,Intel
769,778,Acer,Notebook,15.6,4,Other,2.1,298.0,1366,768,1.1,Intel,0,1,Intel
770,779,Dell,Notebook,15.6,16,Windows 10,2.3,1181.27,1920,1080,2.7,Intel,1,0,AMD
771,780,Other,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,1920,1080,2.7,Intel,1,0,AMD
772,781,Other,Notebook,14.0,4,Windows 10,1.75,1020.0,1366,768,2.3,Intel,1,0,Intel
773,782,Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,1920,1080,2.8,Intel,0,1,Nvidia
774,783,HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,1366,768,2.3,Intel,1,0,Intel
775,784,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,1920,1080,2.7,Intel,0,1,Nvidia
776,785,Lenovo,Notebook,15.6,16,Other,2.5,2370.0,3840,2160,2.7,Intel,1,0,Nvidia
777,786,Acer,Notebook,14.0,4,Windows 10,1.8,636.0,1920,1080,2.4,Intel,1,0,Intel
778,787,Other,Gaming,14.0,16,Windows 10,1.95,2899.0,1920,1080,2.8,Intel,1,0,Nvidia
779,788,Asus,Notebook,15.6,8,Windows 10,2.0,581.9,1920,1080,1.1,Intel,1,0,Intel
780,789,Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1920,1080,2.8,Intel,1,1,Nvidia
781,790,Asus,Gaming,17.3,16,Windows 10,4.3,2350.0,1920,1080,2.6,Intel,1,1,Nvidia
782,791,Other,Ultrabook,14.0,16,Windows 10,1.47,1764.0,1920,1080,2.6,Intel,1,0,Nvidia
783,792,Lenovo,Notebook,15.6,8,Other,2.2,329.0,1366,768,1.6,Intel,0,1,Intel
784,793,Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,1920,1080,2.7,Intel,1,0,Intel
785,794,Other,Gaming,14.0,16,Windows 10,1.6,1891.0,1920,1080,2.8,Intel,1,1,Nvidia
786,795,Other,Gaming,15.6,8,Windows 10,2.2,1089.0,1920,1080,2.5,Intel,1,1,Nvidia
787,796,Lenovo,Gaming,15.6,4,Windows 10,2.4,999.0,1920,1080,2.8,Intel,0,1,Nvidia
788,797,Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,1920,1080,2.8,Intel,1,1,Nvidia
789,798,Dell,Gaming,15.6,8,Windows 10,2.62,985.0,1920,1080,2.5,Intel,1,0,Nvidia
790,799,Asus,Gaming,15.6,8,Windows 10,2.24,1339.0,1920,1080,2.8,Intel,1,1,Nvidia
791,800,Other,Notebook,14.0,4,Windows 10,1.22,202.9,1920,1080,1.1,Intel,0,0,Intel
792,801,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,1920,1080,2.7,Intel,1,0,Intel
793,802,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,1920,1080,2.5,Intel,1,0,AMD
794,803,Other,Ultrabook,12.0,8,Other,0.92,1165.0,2304,1440,1.2,Intel,0,0,Intel
795,804,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,2560,1440,2.5,Intel,1,0,Intel
796,805,Asus,Notebook,14.0,4,Windows 10,1.63,299.0,1366,768,1.1,Intel,0,0,Intel
797,806,Dell,Notebook,15.6,8,Windows 10,1.95,810.0,1366,768,2.5,Intel,1,0,Intel
798,807,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349.0,1920,1080,2.7,Intel,1,0,Intel
799,808,Dell,Notebook,15.6,8,Windows 10,2.0,739.0,1920,1080,2.0,Intel,1,0,AMD
800,809,HP,Workstation,15.6,8,Windows 10,3.14,2064.9,1920,1080,2.8,Intel,1,0,Nvidia
801,810,Asus,Notebook,15.6,8,Windows 10,2.37,1099.0,1920,1080,2.5,Intel,1,0,Intel
802,811,Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,1920,1080,2.5,Intel,1,0,Intel
803,812,Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,3840,2160,2.5,Intel,1,0,Nvidia
804,813,Dell,Netbook,11.6,4,Windows 10,1.63,744.0,1366,768,1.1,Intel,1,0,Intel
805,814,HP,Netbook,12.5,8,Windows 10,1.26,1389.0,1366,768,2.6,Intel,1,0,Intel
806,815,Other,Notebook,15.6,4,Windows 10,2.1,780.0,1366,768,2.3,Intel,0,1,Intel
807,816,HP,Notebook,15.6,8,Windows 10,2.04,629.0,1366,768,2.5,AMD,0,1,AMD
808,817,Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,3840,2160,2.8,Intel,1,0,Nvidia
809,818,Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,1920,1080,2.5,Intel,0,1,Nvidia
810,819,HP,Gaming,17.3,12,Windows 10,3.74,1749.0,1920,1080,2.8,Intel,0,1,AMD
811,820,Other,Gaming,17.3,16,Windows 10,2.9,2415.0,1920,1080,2.8,Intel,1,1,Nvidia
812,821,Other,Ultrabook,13.3,8,Windows 10,0.81,1499.0,1920,1080,2.5,Intel,1,0,Intel
813,822,Dell,Notebook,15.6,8,Windows 10,1.98,961.0,1920,1080,2.7,Intel,0,1,Nvidia
814,823,Dell,Notebook,15.6,8,Windows 10,2.18,789.81,1920,1080,2.5,Intel,1,0,AMD
815,824,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1859.0,1920,1080,2.7,Intel,1,0,Intel
816,825,Other,Ultrabook,12.5,16,Windows 10,1.29,1799.0,3840,2160,2.5,Intel,1,0,Intel
817,826,HP,Netbook,11.6,4,Other,1.23,385.0,1366,768,1.6,Intel,0,0,Intel
818,827,Dell,Gaming,17.3,16,Windows 10,4.36,2505.02,1920,1080,2.8,Intel,1,1,Nvidia
819,828,Dell,Notebook,14.0,4,Windows 10,1.76,755.0,1366,768,2.3,Intel,0,1,Intel
820,829,Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,1366,768,2.0,Intel,0,1,Intel
821,830,Other,Ultrabook,14.0,4,Windows 10,1.25,1090.0,1366,768,2.5,Intel,1,0,Intel
822,831,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,1920,1080,2.7,Intel,1,0,Intel
823,832,Other,Gaming,15.6,8,Windows 10,2.4,1199.0,1920,1080,2.5,Intel,1,0,Nvidia
824,833,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,1920,1080,2.5,Intel,0,0,Intel
825,834,Other,Notebook,14.0,4,Windows 10,1.75,499.0,1366,768,2.1,Intel,1,0,Intel
826,835,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,1920,1080,2.5,Intel,1,0,Intel
827,836,Dell,Notebook,14.0,4,Windows 10,1.76,585.0,1366,768,2.0,Intel,0,1,Intel
828,837,Acer,Netbook,11.6,4,Other,1.35,355.0,1366,768,1.6,Intel,0,0,Intel
829,838,Acer,Notebook,14.0,8,Windows 10,1.5,619.0,1920,1080,2.4,Intel,1,0,Intel
830,839,Other,Gaming,17.3,32,Windows 10,3.49,5499.0,3840,2160,2.9,Intel,1,0,Nvidia
831,840,Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2099.0,2560,1440,2.6,Intel,1,0,Intel
832,841,Asus,Notebook,15.6,4,Other,2.1,519.0,1920,1080,2.5,Intel,0,1,Nvidia
833,842,Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,1920,1080,2.3,Intel,1,0,Intel
834,843,Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,1920,1080,2.6,Intel,1,0,Intel
835,844,Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,1920,1080,2.8,Intel,1,1,Nvidia
836,845,Asus,Gaming,17.3,16,Windows 10,2.9,2419.0,1920,1080,2.8,Intel,1,1,Nvidia
837,846,Other,Notebook,15.6,4,Windows 10,2.0,669.0,1366,768,2.4,Intel,0,1,Intel
838,847,Lenovo,Notebook,14.0,4,Other,1.5,325.0,1366,768,1.6,Intel,0,0,Intel
839,848,Asus,Notebook,15.6,8,Windows 10,2.3,590.0,1920,1080,2.5,Intel,0,1,Intel
840,849,Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,1920,1080,2.6,Intel,1,1,Nvidia
841,851,Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,1920,1080,2.8,Intel,1,1,Nvidia
842,852,HP,Notebook,17.3,8,Windows 10,2.63,910.0,1600,900,2.5,Intel,0,1,Nvidia
843,853,Dell,Notebook,15.6,8,Windows 10,2.18,713.99,1366,768,2.5,Intel,1,0,Intel
844,854,HP,Ultrabook,14.0,8,Other,1.54,1870.0,1920,1080,2.5,Intel,1,0,Intel
845,855,Dell,Notebook,15.6,4,Windows 10,2.18,739.0,1920,1080,2.7,Intel,1,0,AMD
846,856,HP,2 in 1 Convertible,11.6,4,Other,1.4,615.0,1366,768,1.1,Intel,0,0,Intel
847,857,Asus,Ultrabook,13.3,8,Windows 10,1.45,1026.0,1920,1080,2.3,Intel,1,0,Nvidia
848,858,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,1920,1080,2.5,Intel,1,0,Intel
849,859,HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,1920,1080,2.5,Intel,1,0,Intel
850,860,HP,Notebook,15.6,4,Other,1.86,299.0,1366,768,1.6,Intel,1,0,Intel
851,862,Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,1920,1080,2.8,Intel,1,1,Nvidia
852,863,Dell,Notebook,17.3,8,Other,2.83,865.0,1920,1080,2.7,Intel,0,1,AMD
853,864,Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,1920,1080,2.8,Intel,1,0,Nvidia
854,865,Asus,Notebook,15.6,8,Windows 10,2.3,787.0,1920,1080,2.7,Intel,1,0,Nvidia
855,866,Dell,Notebook,15.6,8,Windows 10,1.9,945.0,1920,1080,2.5,Intel,1,0,Intel
856,867,Asus,Notebook,15.6,4,Windows 10,2.0,449.0,1366,768,1.1,Intel,0,1,Intel
857,868,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,1920,1080,2.8,Intel,1,0,Intel
858,869,Dell,Notebook,13.3,8,Windows 10,1.62,649.0,1920,1080,2.3,Intel,0,1,Intel
859,870,Lenovo,Notebook,15.6,4,Other,2.2,469.0,1920,1080,2.0,Intel,0,1,Intel
860,871,Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,1920,1080,2.5,Intel,0,1,Intel
861,872,HP,Notebook,15.6,8,Windows 10,1.84,1349.0,1920,1080,2.6,Intel,1,0,AMD
862,873,Other,Notebook,13.3,4,Windows 10,1.05,1285.0,1920,1080,2.5,Intel,1,0,Intel
863,874,Lenovo,Gaming,15.6,8,Other,2.5,1017.0,1920,1080,2.5,Intel,0,1,Nvidia
864,875,Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,3200,1800,2.5,Intel,1,0,Intel
865,876,HP,Notebook,15.6,4,Windows 10,2.07,910.0,1920,1080,2.3,Intel,0,1,Intel
866,877,Other,Ultrabook,13.3,8,Windows 10,1.2,1095.0,1366,768,2.3,Intel,1,0,Intel
867,878,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1950.0,1920,1080,2.7,Intel,1,0,Intel
868,879,Acer,Notebook,14.0,8,Windows 10,1.56,902.0,1920,1080,2.5,Intel,1,0,Intel
869,880,Dell,Workstation,15.6,8,Windows 10,2.23,1778.0,1920,1080,2.8,Intel,0,1,Nvidia
870,881,Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,1366,768,2.5,Intel,0,1,Intel
871,882,Lenovo,Notebook,15.6,4,Other,2.2,479.0,1920,1080,2.0,Intel,0,1,AMD
872,883,Other,Notebook,15.6,8,Windows 10,2.0,1388.0,1920,1080,2.7,Intel,1,0,Intel
873,884,Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,1920,1080,2.4,Intel,1,0,Intel
874,885,Other,Ultrabook,15.0,16,Windows 10,1.23,1849.0,1920,1080,2.7,Intel,1,0,Nvidia
875,886,Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,1920,1080,2.8,Intel,1,0,Intel
876,887,Asus,Notebook,15.6,4,Other,2.0,398.99,1366,768,1.1,Intel,0,1,Intel
877,888,Other,Ultrabook,13.3,8,Windows 10,1.28,935.0,1920,1080,2.3,Intel,1,0,Nvidia
878,889,Dell,Notebook,15.6,4,Windows 10,2.18,912.5,1920,1080,2.5,Intel,1,1,Nvidia
879,890,HP,Notebook,15.6,4,Windows 10,2.04,839.0,1920,1080,2.5,Intel,1,0,Intel
880,891,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,1920,1080,2.5,Intel,1,0,Intel
881,892,HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,1366,768,2.5,Intel,0,1,Intel
882,893,Asus,Notebook,14.1,4,Windows 10,1.65,348.0,1366,768,1.1,Intel,0,0,Intel
883,894,Lenovo,Notebook,15.6,8,Windows 10,2.2,669.0,1920,1080,2.5,Intel,0,1,Nvidia
884,895,Dell,Notebook,15.6,4,Windows 10,2.2,369.0,1366,768,1.6,Intel,0,1,Intel
885,896,HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1799.0,1920,1080,2.5,Intel,1,0,Intel
886,897,Dell,Notebook,15.6,4,Other,2.18,455.7,1366,768,2.0,Intel,0,1,AMD
887,898,Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,1920,1080,2.5,Intel,1,1,Nvidia
888,899,Acer,Netbook,11.6,4,Other,1.25,297.0,1366,768,1.6,Intel,0,0,Intel
889,900,Lenovo,Notebook,17.3,4,Windows 10,2.8,379.0,1600,900,2.2,AMD,0,1,AMD
890,901,HP,Notebook,14.0,4,Windows 10,1.95,1265.0,1920,1080,2.5,Intel,1,0,Intel
891,902,HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,3200,1800,2.7,Intel,1,0,Intel
892,903,Other,Ultrabook,15.0,8,Windows 10,1.17,1699.0,1920,1080,2.7,Intel,1,0,Intel
893,904,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,1920,1080,2.5,Intel,1,0,Intel
894,905,Other,Gaming,17.3,16,Windows 10,2.43,2649.0,3840,2160,2.6,Intel,1,1,Nvidia
895,906,Other,Notebook,13.3,8,Windows 10,1.05,1475.0,1920,1080,2.5,Intel,1,0,Intel
896,908,Dell,Gaming,15.6,8,Other,2.62,929.0,1920,1080,2.8,Intel,0,1,Nvidia
897,909,HP,Notebook,15.6,8,Windows 10,2.04,900.0,1920,1080,2.7,Intel,0,1,Nvidia
898,910,Dell,Notebook,15.6,4,Windows 10,2.18,614.0,1366,768,2.0,Intel,0,1,AMD
899,911,Dell,Notebook,15.6,8,Windows 10,1.9,935.0,1920,1080,2.6,Intel,0,1,Intel
900,912,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,3200,1800,1.3,Intel,1,0,Intel
901,913,Asus,Gaming,17.3,32,Windows 10,3.58,1279.0,1920,1080,2.7,Intel,1,0,Nvidia
902,914,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,1920,1080,1.3,Intel,1,0,Intel
903,915,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,1920,1080,2.7,Intel,0,0,Intel
904,916,Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,1920,1080,2.5,Intel,1,0,Intel
905,917,Other,Ultrabook,15.6,16,Windows 10,1.08,2099.0,1920,1080,2.7,Intel,1,0,Intel
906,918,HP,Netbook,12.5,8,Windows 10,1.26,1483.0,1920,1080,2.7,Intel,1,0,Intel
907,919,Acer,Notebook,15.6,4,Other,2.2,359.0,1920,1080,1.5,Intel,0,0,Intel
908,920,Lenovo,Notebook,15.6,8,Windows 10,2.6,789.0,1920,1080,2.3,Intel,1,1,Nvidia
909,922,Other,Ultrabook,14.0,8,Windows 10,0.98,1899.0,1920,1080,2.7,Intel,1,0,Intel
910,923,Dell,Notebook,14.0,8,Windows 10,1.6,1205.0,1920,1080,2.8,Intel,1,0,Intel
911,924,HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,3840,2160,1.2,Intel,1,0,Intel
912,925,Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,1920,1080,2.7,Intel,1,0,Nvidia
913,926,HP,Notebook,15.6,8,Windows 10,2.04,1018.99,1920,1080,2.7,Intel,1,0,Nvidia
914,927,Acer,Notebook,15.6,4,Windows 10,2.4,499.0,1920,1080,2.4,Intel,0,1,Intel
915,928,Lenovo,Notebook,13.3,4,Windows 10,1.44,881.0,1920,1080,2.5,Intel,1,0,Intel
916,930,HP,Notebook,13.3,8,Windows 10,1.49,960.0,1920,1080,2.5,Intel,1,0,Intel
917,931,Other,Gaming,17.3,16,Windows 10,2.7,1599.0,1920,1080,2.8,Intel,1,1,Nvidia
918,932,Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,1920,1080,2.8,Intel,1,1,Nvidia
919,933,Other,Gaming,15.6,8,Windows 10,2.2,1119.91,1920,1080,2.5,Intel,1,1,Nvidia
920,934,Dell,Notebook,15.6,4,Windows 10,2.18,684.99,1366,768,2.5,Intel,0,1,AMD
921,935,HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,1920,1080,2.5,Intel,1,0,AMD
922,936,HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,3200,1800,2.7,Intel,1,0,Intel
923,937,Other,Notebook,15.6,16,Windows 10,2.4,1975.0,1920,1080,2.6,Intel,1,0,Nvidia
924,938,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,1920,1080,2.5,Intel,1,0,Intel
925,939,Dell,Notebook,15.6,4,Windows 10,1.95,729.9,1366,768,2.3,Intel,0,1,Intel
926,940,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1650.0,1920,1080,2.7,Intel,1,0,Intel
927,941,HP,Notebook,15.6,8,Windows 10,2.31,1165.0,1920,1080,2.3,Intel,1,0,Intel
928,942,Dell,Notebook,15.6,4,Windows 10,2.18,708.06,1366,768,2.5,Intel,0,1,Intel
929,943,HP,Notebook,14.0,4,Windows 10,1.95,1149.0,1366,768,2.3,Intel,0,1,Intel
930,944,Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,1366,768,1.1,Intel,0,1,Intel
931,945,HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,1920,1080,2.3,Intel,0,1,Intel
932,946,HP,Notebook,15.6,4,Other,1.86,288.9,1366,768,1.6,Intel,0,1,Intel
933,947,Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,3200,1800,2.2,Intel,1,0,Intel
934,948,Other,Notebook,14.0,4,Windows 10,1.47,1105.0,1920,1080,2.3,Intel,1,0,Intel
935,949,HP,Netbook,12.5,8,Windows 10,1.26,1669.0,1920,1080,2.3,Intel,1,0,Intel
936,950,Dell,Notebook,15.6,4,Windows 10,2.18,558.6,1366,768,2.0,Intel,0,1,Intel
937,951,Other,Gaming,15.6,8,Windows 10,2.2,1199.0,1920,1080,2.8,Intel,1,1,Nvidia
938,952,Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,1920,1080,2.5,Intel,1,0,Intel
939,953,Dell,Gaming,17.3,16,Windows 10,4.36,2758.0,2560,1440,2.7,Intel,1,1,Nvidia
940,954,HP,Gaming,17.3,8,Windows 10,2.75,1399.0,1920,1080,2.3,Intel,1,1,Nvidia
941,955,Asus,Notebook,17.3,4,Windows 10,2.8,530.0,1600,900,1.6,Intel,0,1,Nvidia
942,956,Acer,Notebook,15.6,4,Windows 10,2.23,619.0,1366,768,2.5,Intel,0,1,Intel
943,957,Other,Notebook,15.6,8,Windows 10,2.2,1119.0,1366,768,2.3,Intel,1,0,Intel
944,958,Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,1920,1080,1.2,Intel,1,0,Intel
945,959,Lenovo,Gaming,15.6,16,Windows 10,2.5,999.0,1920,1080,2.1,AMD,1,1,AMD
946,960,Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,1920,1080,2.5,Intel,1,0,Intel
947,961,Lenovo,Notebook,15.6,8,Other,2.2,685.0,1920,1080,2.7,Intel,0,1,Nvidia
948,962,Dell,Notebook,17.3,4,Windows 10,2.36,659.0,1600,900,2.0,Intel,0,1,AMD
949,963,Acer,Notebook,14.0,4,Other,1.68,349.0,1366,768,1.6,Intel,0,0,Intel
950,964,HP,Workstation,15.6,8,Windows 10,2.0,2249.0,1920,1080,2.7,Intel,1,0,Nvidia
951,965,Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,1920,1080,2.8,Intel,1,0,Intel
952,966,Other,Notebook,13.3,8,Other,1.2,1460.0,1920,1080,2.3,Intel,1,0,Intel
953,967,Asus,2 in 1 Convertible,12.5,8,Other,1.2,1159.0,1920,1080,1.2,Intel,0,0,Intel
954,968,Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1488.99,1920,1080,2.6,Intel,1,0,Intel
955,969,Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,3840,2160,2.8,Intel,1,1,Nvidia
956,970,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,1920,1080,1.2,Intel,1,0,Intel
957,971,HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,1366,768,1.1,Intel,1,0,Intel
958,972,Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,3200,1800,2.5,Intel,1,0,Intel
959,973,Acer,2 in 1 Convertible,11.6,4,Other,1.25,389.0,1366,768,1.6,Intel,0,0,Intel
960,974,Other,Notebook,13.3,8,Windows 10,1.2,1535.0,1920,1080,2.4,Intel,1,0,Intel
961,975,Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,1920,1080,2.6,Intel,1,0,Intel
962,976,Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,1920,1080,2.5,Intel,1,1,Nvidia
963,977,Other,Ultrabook,12.5,8,Windows 10,1.1,1790.0,1920,1080,2.7,Intel,1,0,Intel
964,978,HP,Notebook,15.6,8,Windows 10,2.04,846.5,1366,768,2.5,Intel,0,1,Nvidia
965,979,Dell,Notebook,15.6,4,Other,2.25,465.62,1366,768,2.0,Intel,0,1,AMD
966,980,Dell,Notebook,15.6,4,Windows 10,1.9,825.0,1366,768,2.5,Intel,0,1,Intel
967,981,HP,Notebook,15.6,4,Windows 10,2.04,685.0,1920,1080,2.4,Intel,0,1,Intel
968,982,Dell,Gaming,17.3,32,Windows 10,4.42,3149.0,1920,1080,2.8,Intel,1,1,Nvidia
969,983,Lenovo,Notebook,15.6,6,Windows 10,2.4,695.0,1920,1080,2.5,Intel,1,0,Nvidia
970,984,Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,3200,1800,1.3,Intel,1,0,Intel
971,985,Dell,Ultrabook,14.0,8,Windows 10,1.5,1962.98,2560,1440,2.6,Intel,1,0,Intel
972,986,Dell,Gaming,17.3,32,Windows 10,4.42,2800.0,1920,1080,2.6,Intel,1,1,Nvidia
973,987,Other,Notebook,14.0,8,Windows 10,1.95,1180.0,1920,1080,2.3,Intel,1,0,Intel
974,988,Asus,Gaming,17.3,16,Windows 10,2.73,2049.9,1920,1080,2.8,Intel,1,1,Nvidia
975,989,HP,Notebook,15.6,8,Windows 10,2.04,979.0,1920,1080,2.7,Intel,1,1,Nvidia
976,990,Lenovo,Notebook,14.0,4,Other,1.7,1002.0,1366,768,2.3,Intel,0,0,Intel
977,991,Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,3840,2160,2.7,Intel,1,1,Nvidia
978,992,HP,Notebook,15.6,6,Windows 10,2.04,579.0,1366,768,2.7,Intel,0,1,Intel
979,993,Asus,Gaming,17.3,16,Windows 10,2.99,1749.0,1920,1080,2.8,Intel,1,1,Nvidia
980,994,Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,1920,1080,2.7,Intel,1,0,Intel
981,995,Other,Notebook,13.3,4,Other,1.2,1195.0,1920,1080,2.3,Intel,1,0,Intel
982,996,Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,1920,1080,3.6,AMD,1,0,AMD
983,997,Other,Notebook,15.6,4,Windows 10,2.3,649.0,1366,768,2.3,Intel,1,0,Intel
