store_sales(in millions),unit_sales(in millions),total_children,num_children_at_home,avg_cars_at home(approx).1,gross_weight,recyclable_package,low_fat,units_per_case,store_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,cost
3.22,2.0,3.0,0.0,4.0,13.3,0.0,0.0,10.0,23598.0,0.0,0.0,0.0,0.0,1.0,58.16
5.34,3.0,2.0,1.0,4.0,13.4,1.0,0.0,25.0,30268.0,0.0,0.0,0.0,0.0,0.0,93.07
3.22,2.0,4.0,4.0,1.0,13.8,1.0,0.0,18.0,22478.0,1.0,0.0,0.0,0.0,0.0,101.65
9.54,3.0,3.0,0.0,4.0,12.0,0.0,1.0,31.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.34
6.88,2.0,0.0,0.0,3.0,9.42,1.0,1.0,30.0,33858.0,1.0,0.0,1.0,1.0,1.0,55.18
4.53,3.0,3.0,3.0,3.0,19.1,1.0,0.0,29.0,20319.0,0.0,0.0,0.0,0.0,0.0,52.06
8.52,3.0,1.0,0.0,1.0,11.1,0.0,1.0,22.0,30268.0,0.0,0.0,0.0,0.0,0.0,95.21
6.57,3.0,3.0,0.0,2.0,6.66,1.0,0.0,7.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
3.66,3.0,0.0,0.0,4.0,21.4,1.0,1.0,6.0,34452.0,1.0,0.0,0.0,0.0,1.0,114.72
11.43,3.0,4.0,0.0,2.0,20.6,1.0,0.0,26.0,27694.0,1.0,1.0,1.0,1.0,1.0,50.79
6.78,3.0,4.0,4.0,0.0,13.9,0.0,0.0,23.0,20319.0,0.0,0.0,0.0,0.0,0.0,53.01
5.22,3.0,3.0,0.0,2.0,13.8,0.0,0.0,16.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.72
5.18,2.0,0.0,0.0,0.0,9.63,0.0,1.0,20.0,30584.0,1.0,1.0,1.0,1.0,1.0,141.38
5.55,5.0,4.0,1.0,1.0,18.4,1.0,0.0,17.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
7.14,3.0,3.0,3.0,1.0,16.0,1.0,0.0,16.0,34791.0,0.0,0.0,1.0,1.0,0.0,95.98
6.66,3.0,1.0,0.0,4.0,16.1,1.0,0.0,29.0,27694.0,1.0,1.0,1.0,1.0,1.0,80.29
8.68,4.0,3.0,0.0,3.0,14.5,1.0,1.0,27.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.2
2.62,2.0,1.0,0.0,3.0,7.28,1.0,0.0,22.0,33858.0,1.0,0.0,1.0,1.0,1.0,139.37
7.77,3.0,4.0,0.0,0.0,11.3,0.0,1.0,2.0,30797.0,1.0,1.0,1.0,1.0,1.0,56.49
5.49,3.0,2.0,0.0,1.0,9.71,1.0,0.0,6.0,39696.0,0.0,0.0,1.0,1.0,0.0,129.5
10.83,3.0,2.0,0.0,2.0,21.8,1.0,1.0,25.0,27694.0,1.0,1.0,1.0,1.0,1.0,144.38
8.55,3.0,0.0,0.0,2.0,10.1,1.0,1.0,9.0,30268.0,0.0,0.0,0.0,0.0,0.0,133.42
2.1,3.0,0.0,0.0,2.0,18.6,1.0,1.0,11.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
5.49,3.0,0.0,0.0,2.0,19.6,1.0,0.0,15.0,27694.0,1.0,1.0,1.0,1.0,1.0,126.62
3.54,3.0,4.0,2.0,4.0,20.9,1.0,1.0,8.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
3.75,3.0,1.0,0.0,1.0,8.28,1.0,0.0,18.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
2.79,3.0,1.0,1.0,3.0,14.4,1.0,0.0,4.0,23598.0,0.0,0.0,0.0,0.0,1.0,146.41
5.74,2.0,5.0,0.0,4.0,10.3,1.0,0.0,32.0,23593.0,0.0,0.0,0.0,0.0,0.0,112.19
4.62,3.0,2.0,0.0,2.0,7.55,0.0,0.0,35.0,23759.0,1.0,0.0,1.0,1.0,1.0,65.68
2.56,4.0,3.0,0.0,2.0,8.65,0.0,1.0,34.0,23688.0,1.0,1.0,1.0,1.0,1.0,81.79
7.53,3.0,4.0,0.0,2.0,14.1,1.0,0.0,15.0,23593.0,0.0,0.0,0.0,0.0,0.0,55.22
2.26,2.0,5.0,0.0,4.0,9.35,0.0,1.0,35.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
13.8,5.0,2.0,1.0,1.0,17.2,0.0,0.0,30.0,23688.0,1.0,1.0,1.0,1.0,1.0,53.82
5.98,2.0,2.0,1.0,2.0,12.4,1.0,1.0,30.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
6.84,4.0,5.0,2.0,3.0,20.9,0.0,1.0,23.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
3.22,2.0,3.0,0.0,2.0,13.7,1.0,0.0,21.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
5.78,2.0,1.0,0.0,1.0,8.68,0.0,0.0,36.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
3.04,4.0,2.0,1.0,0.0,10.8,1.0,1.0,29.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
9.96,3.0,2.0,0.0,1.0,6.41,0.0,0.0,8.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
3.46,2.0,1.0,0.0,3.0,12.8,0.0,1.0,23.0,34791.0,0.0,0.0,1.0,1.0,0.0,66.37
5.6,4.0,1.0,1.0,3.0,17.9,1.0,1.0,32.0,33858.0,1.0,0.0,1.0,1.0,1.0,142.58
3.56,4.0,1.0,0.0,2.0,8.61,1.0,0.0,29.0,23688.0,1.0,1.0,1.0,1.0,1.0,68.97
2.1,3.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,55.18
2.85,5.0,4.0,4.0,4.0,9.3,1.0,0.0,24.0,21215.0,1.0,0.0,0.0,0.0,0.0,131.58
4.92,3.0,1.0,1.0,2.0,20.7,0.0,0.0,1.0,27694.0,1.0,1.0,1.0,1.0,1.0,66.27
4.98,2.0,0.0,0.0,2.0,11.5,1.0,1.0,26.0,27694.0,1.0,1.0,1.0,1.0,1.0,131.75
4.94,2.0,3.0,0.0,3.0,12.1,1.0,1.0,27.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
1.91,1.0,1.0,0.0,2.0,21.9,1.0,0.0,10.0,22478.0,1.0,0.0,0.0,0.0,0.0,133.99
8.96,4.0,5.0,2.0,3.0,21.1,0.0,0.0,8.0,23688.0,1.0,1.0,1.0,1.0,1.0,106.16
5.9,2.0,2.0,0.0,2.0,11.2,0.0,1.0,29.0,30584.0,1.0,1.0,1.0,1.0,1.0,148.62
1.48,2.0,3.0,3.0,4.0,15.2,1.0,0.0,30.0,23112.0,1.0,1.0,1.0,1.0,1.0,75.22
6.87,3.0,2.0,0.0,3.0,21.3,0.0,1.0,14.0,39696.0,0.0,0.0,1.0,1.0,0.0,86.21
4.59,3.0,0.0,0.0,4.0,17.3,0.0,1.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
5.49,3.0,3.0,0.0,2.0,9.79,1.0,0.0,29.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
8.68,4.0,4.0,4.0,2.0,10.8,0.0,0.0,29.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
9.24,4.0,1.0,0.0,1.0,9.02,1.0,0.0,15.0,30268.0,0.0,0.0,0.0,0.0,0.0,136.57
4.83,3.0,3.0,3.0,2.0,17.0,1.0,0.0,32.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.4
14.9,5.0,4.0,4.0,4.0,6.42,0.0,0.0,3.0,20319.0,0.0,0.0,0.0,0.0,0.0,72.61
2.68,4.0,2.0,0.0,3.0,8.43,0.0,0.0,6.0,30797.0,1.0,1.0,1.0,1.0,1.0,98.81
4.66,2.0,3.0,1.0,1.0,19.1,0.0,0.0,22.0,23688.0,1.0,1.0,1.0,1.0,1.0,117.86
2.1,3.0,4.0,0.0,3.0,10.8,0.0,0.0,19.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.55
10.44,4.0,1.0,1.0,1.0,21.7,1.0,1.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
15.7,5.0,3.0,1.0,2.0,10.3,0.0,0.0,15.0,23112.0,1.0,1.0,1.0,1.0,1.0,75.22
8.31,3.0,2.0,1.0,1.0,21.7,0.0,0.0,19.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
5.92,4.0,3.0,2.0,2.0,9.18,0.0,0.0,1.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
8.92,4.0,2.0,0.0,4.0,21.3,1.0,0.0,10.0,23112.0,1.0,1.0,1.0,1.0,1.0,97.13
2.64,2.0,0.0,0.0,1.0,17.9,0.0,1.0,33.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
4.58,2.0,1.0,0.0,4.0,21.3,0.0,1.0,14.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
1.68,2.0,3.0,3.0,3.0,13.1,1.0,0.0,18.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
1.74,3.0,1.0,0.0,4.0,11.0,1.0,0.0,31.0,20319.0,0.0,0.0,0.0,0.0,0.0,62.27
9.93,3.0,3.0,3.0,3.0,13.5,0.0,0.0,29.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
7.72,4.0,4.0,3.0,3.0,19.5,1.0,0.0,35.0,34791.0,0.0,0.0,1.0,1.0,0.0,77.01
8.88,4.0,0.0,0.0,2.0,16.1,1.0,0.0,29.0,23688.0,1.0,1.0,1.0,1.0,1.0,137.46
10.32,3.0,1.0,0.0,3.0,9.42,1.0,1.0,30.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
5.52,3.0,1.0,1.0,2.0,9.05,0.0,1.0,11.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.55
15.44,4.0,1.0,0.0,3.0,17.3,0.0,0.0,34.0,23598.0,0.0,0.0,0.0,0.0,1.0,53.82
3.02,2.0,1.0,0.0,2.0,19.1,1.0,0.0,29.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
6.6,3.0,4.0,0.0,2.0,9.19,1.0,0.0,6.0,23759.0,1.0,0.0,1.0,1.0,1.0,121.93
7.14,3.0,1.0,0.0,2.0,7.97,1.0,0.0,21.0,20319.0,0.0,0.0,0.0,0.0,0.0,145.6
4.86,3.0,5.0,5.0,2.0,17.6,0.0,0.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
7.2,4.0,2.0,1.0,3.0,8.22,0.0,0.0,12.0,23112.0,1.0,1.0,1.0,1.0,1.0,102.47
5.04,4.0,0.0,0.0,4.0,10.3,1.0,1.0,10.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
6.38,2.0,3.0,2.0,4.0,9.1,1.0,0.0,32.0,30797.0,1.0,1.0,1.0,1.0,1.0,76.88
7.32,4.0,4.0,0.0,3.0,9.43,0.0,0.0,33.0,34791.0,0.0,0.0,1.0,1.0,0.0,69.54
5.43,3.0,1.0,0.0,1.0,6.29,0.0,0.0,34.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
7.54,2.0,5.0,3.0,1.0,8.39,1.0,0.0,21.0,30268.0,0.0,0.0,0.0,0.0,0.0,57.52
4.38,3.0,2.0,0.0,2.0,6.26,1.0,1.0,27.0,23593.0,0.0,0.0,0.0,0.0,0.0,119.26
10.35,3.0,2.0,2.0,3.0,8.51,1.0,0.0,4.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
6.16,4.0,1.0,1.0,3.0,8.44,0.0,1.0,16.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
2.8,2.0,4.0,1.0,1.0,9.14,0.0,1.0,33.0,30268.0,0.0,0.0,0.0,0.0,0.0,62.67
3.4,2.0,3.0,1.0,2.0,11.2,1.0,0.0,28.0,27694.0,1.0,1.0,1.0,1.0,1.0,126.62
5.8,4.0,1.0,0.0,2.0,9.65,1.0,0.0,14.0,39696.0,0.0,0.0,1.0,1.0,0.0,66.18
3.3,2.0,1.0,0.0,0.0,8.31,0.0,0.0,31.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
10.92,3.0,0.0,0.0,2.0,8.35,0.0,1.0,4.0,30268.0,0.0,0.0,0.0,0.0,0.0,116.74
2.76,4.0,5.0,0.0,2.0,12.3,0.0,0.0,17.0,27694.0,1.0,1.0,1.0,1.0,1.0,131.75
9.92,4.0,0.0,0.0,2.0,18.2,0.0,1.0,31.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
10.83,3.0,4.0,4.0,3.0,21.8,1.0,1.0,25.0,30268.0,0.0,0.0,0.0,0.0,0.0,79.95
8.55,3.0,2.0,0.0,3.0,7.12,0.0,1.0,16.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
2.25,3.0,2.0,0.0,2.0,8.94,0.0,0.0,23.0,38382.0,0.0,0.0,0.0,0.0,0.0,91.58
5.06,2.0,1.0,1.0,1.0,10.5,0.0,0.0,19.0,23688.0,1.0,1.0,1.0,1.0,1.0,129.2
11.36,4.0,3.0,0.0,0.0,20.8,1.0,0.0,30.0,34791.0,0.0,0.0,1.0,1.0,0.0,144.31
10.12,4.0,1.0,0.0,3.0,20.4,1.0,0.0,14.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
3.78,3.0,2.0,1.0,1.0,10.4,0.0,0.0,23.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
8.4,3.0,4.0,0.0,2.0,7.54,0.0,1.0,6.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
4.98,2.0,2.0,0.0,4.0,6.49,1.0,0.0,10.0,30268.0,0.0,0.0,0.0,0.0,0.0,136.57
4.64,4.0,1.0,0.0,2.0,13.9,1.0,1.0,30.0,33858.0,1.0,0.0,1.0,1.0,1.0,103.65
3.54,3.0,0.0,0.0,2.0,9.7,1.0,1.0,5.0,23688.0,1.0,1.0,1.0,1.0,1.0,81.79
8.43,3.0,2.0,0.0,4.0,20.7,1.0,0.0,17.0,34452.0,1.0,0.0,0.0,0.0,1.0,132.88
5.7,2.0,2.0,2.0,2.0,14.1,1.0,0.0,33.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
11.85,3.0,2.0,0.0,2.0,15.0,0.0,1.0,29.0,23598.0,0.0,0.0,0.0,0.0,1.0,53.37
5.46,3.0,1.0,1.0,3.0,9.16,1.0,1.0,23.0,30584.0,1.0,1.0,1.0,1.0,1.0,87.07
8.72,4.0,3.0,2.0,3.0,13.1,1.0,0.0,22.0,23598.0,0.0,0.0,0.0,0.0,1.0,141.26
14.24,4.0,4.0,0.0,2.0,16.0,1.0,1.0,2.0,33858.0,1.0,0.0,1.0,1.0,1.0,136.74
1.59,3.0,3.0,0.0,3.0,10.8,0.0,1.0,22.0,34791.0,0.0,0.0,1.0,1.0,0.0,110.17
5.32,2.0,3.0,2.0,2.0,9.31,0.0,1.0,7.0,30268.0,0.0,0.0,0.0,0.0,0.0,89.37
7.34,2.0,2.0,0.0,1.0,8.31,1.0,0.0,7.0,23759.0,1.0,0.0,1.0,1.0,1.0,93.11
4.22,2.0,2.0,0.0,1.0,16.5,0.0,0.0,4.0,30268.0,0.0,0.0,0.0,0.0,0.0,100.91
1.65,3.0,1.0,0.0,3.0,21.0,0.0,0.0,24.0,23598.0,0.0,0.0,0.0,0.0,1.0,55.96
7.35,3.0,5.0,0.0,2.0,14.4,1.0,1.0,32.0,36509.0,0.0,0.0,0.0,0.0,0.0,104.41
6.26,2.0,4.0,0.0,2.0,19.3,1.0,0.0,29.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
5.34,2.0,4.0,0.0,3.0,13.7,1.0,0.0,30.0,20319.0,0.0,0.0,0.0,0.0,0.0,140.19
6.84,4.0,2.0,2.0,2.0,8.77,1.0,0.0,27.0,30584.0,1.0,1.0,1.0,1.0,1.0,94.79
8.72,4.0,2.0,2.0,3.0,8.08,0.0,1.0,21.0,23759.0,1.0,0.0,1.0,1.0,1.0,106.73
8.52,3.0,4.0,0.0,4.0,19.4,1.0,0.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,123.61
7.32,3.0,3.0,0.0,0.0,15.7,1.0,0.0,11.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
11.07,3.0,1.0,1.0,3.0,19.6,0.0,0.0,33.0,23598.0,0.0,0.0,0.0,0.0,1.0,131.81
5.04,4.0,5.0,5.0,4.0,19.8,0.0,1.0,8.0,27694.0,1.0,1.0,1.0,1.0,1.0,69.47
4.92,4.0,2.0,0.0,3.0,16.5,1.0,1.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
11.8,4.0,2.0,1.0,3.0,20.3,1.0,1.0,21.0,23688.0,1.0,1.0,1.0,1.0,1.0,53.82
7.05,3.0,3.0,1.0,2.0,19.3,1.0,1.0,35.0,23598.0,0.0,0.0,0.0,0.0,1.0,81.79
2.79,3.0,4.0,0.0,1.0,16.1,0.0,1.0,23.0,23593.0,0.0,0.0,0.0,0.0,0.0,112.19
4.17,3.0,5.0,0.0,2.0,8.7,0.0,0.0,8.0,20319.0,0.0,0.0,0.0,0.0,0.0,108.22
6.3,3.0,4.0,0.0,2.0,11.5,0.0,0.0,13.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
7.56,2.0,1.0,0.0,2.0,18.3,0.0,0.0,29.0,30797.0,1.0,1.0,1.0,1.0,1.0,83.55
2.76,4.0,1.0,0.0,3.0,18.6,1.0,1.0,19.0,39696.0,0.0,0.0,1.0,1.0,0.0,106.1
5.3,2.0,1.0,1.0,4.0,16.4,1.0,0.0,35.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
8.52,3.0,2.0,1.0,3.0,20.8,1.0,0.0,30.0,23759.0,1.0,0.0,1.0,1.0,1.0,75.76
9.36,4.0,5.0,3.0,3.0,12.2,0.0,1.0,34.0,23759.0,1.0,0.0,1.0,1.0,1.0,139.44
7.23,3.0,1.0,1.0,0.0,16.4,1.0,1.0,12.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
5.8,2.0,2.0,0.0,2.0,12.5,0.0,1.0,11.0,27694.0,1.0,1.0,1.0,1.0,1.0,59.86
11.52,3.0,3.0,0.0,1.0,12.4,0.0,0.0,21.0,30584.0,1.0,1.0,1.0,1.0,1.0,87.07
7.14,3.0,2.0,0.0,3.0,10.7,1.0,0.0,2.0,30797.0,1.0,1.0,1.0,1.0,1.0,53.29
10.92,3.0,4.0,0.0,2.0,12.0,1.0,1.0,11.0,36509.0,0.0,0.0,0.0,0.0,0.0,62.09
5.85,3.0,3.0,0.0,2.0,10.1,1.0,1.0,35.0,33858.0,1.0,0.0,1.0,1.0,1.0,95.74
6.68,2.0,5.0,0.0,1.0,21.3,0.0,1.0,16.0,30584.0,1.0,1.0,1.0,1.0,1.0,105.28
1.77,3.0,3.0,3.0,4.0,18.3,1.0,0.0,26.0,36509.0,0.0,0.0,0.0,0.0,0.0,141.39
1.95,3.0,4.0,2.0,4.0,16.0,1.0,0.0,11.0,33858.0,1.0,0.0,1.0,1.0,1.0,67.31
13.08,4.0,0.0,0.0,3.0,16.1,1.0,0.0,31.0,33858.0,1.0,0.0,1.0,1.0,1.0,139.37
3.12,2.0,3.0,0.0,3.0,11.3,0.0,0.0,5.0,33858.0,1.0,0.0,1.0,1.0,1.0,59.83
8.44,4.0,5.0,5.0,4.0,10.9,0.0,1.0,15.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
2.16,4.0,5.0,0.0,1.0,9.01,0.0,0.0,8.0,39696.0,0.0,0.0,1.0,1.0,0.0,118.25
7.4,4.0,3.0,0.0,1.0,21.8,1.0,0.0,6.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
2.63,1.0,1.0,0.0,2.0,8.79,0.0,0.0,23.0,24597.0,1.0,0.0,0.0,0.0,0.0,61.27
10.64,4.0,1.0,0.0,1.0,17.0,0.0,1.0,11.0,23688.0,1.0,1.0,1.0,1.0,1.0,128.2
4.71,3.0,3.0,2.0,3.0,8.79,0.0,0.0,21.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
5.25,3.0,2.0,0.0,0.0,13.2,1.0,0.0,9.0,20319.0,0.0,0.0,0.0,0.0,0.0,118.36
11.04,3.0,1.0,0.0,1.0,19.9,0.0,0.0,8.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
2.67,3.0,0.0,0.0,2.0,14.5,0.0,1.0,19.0,20319.0,0.0,0.0,0.0,0.0,0.0,117.29
4.83,3.0,4.0,0.0,1.0,13.3,0.0,0.0,10.0,33858.0,1.0,0.0,1.0,1.0,1.0,73.05
6.92,4.0,1.0,1.0,2.0,8.24,0.0,0.0,32.0,20319.0,0.0,0.0,0.0,0.0,0.0,139.19
5.73,3.0,0.0,0.0,2.0,20.7,0.0,1.0,17.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
5.49,3.0,0.0,0.0,0.0,16.0,1.0,0.0,5.0,34791.0,0.0,0.0,1.0,1.0,0.0,105.19
7.56,4.0,4.0,2.0,3.0,21.2,1.0,0.0,20.0,21215.0,1.0,0.0,0.0,0.0,0.0,69.63
5.4,2.0,1.0,0.0,3.0,16.3,1.0,1.0,25.0,27694.0,1.0,1.0,1.0,1.0,1.0,84.16
2.72,4.0,2.0,1.0,2.0,9.71,1.0,1.0,18.0,39696.0,0.0,0.0,1.0,1.0,0.0,140.9
5.91,3.0,2.0,0.0,3.0,7.43,0.0,0.0,13.0,23598.0,0.0,0.0,0.0,0.0,1.0,107.89
5.7,2.0,1.0,0.0,3.0,7.12,0.0,1.0,16.0,27694.0,1.0,1.0,1.0,1.0,1.0,143.83
4.22,2.0,4.0,0.0,4.0,6.6,1.0,1.0,6.0,28206.0,1.0,0.0,0.0,0.0,0.0,74.5
2.04,4.0,1.0,0.0,1.0,12.3,1.0,1.0,26.0,21215.0,1.0,0.0,0.0,0.0,0.0,59.19
1.59,3.0,3.0,3.0,3.0,14.5,0.0,0.0,26.0,33858.0,1.0,0.0,1.0,1.0,1.0,55.18
4.17,3.0,2.0,0.0,3.0,8.7,0.0,0.0,8.0,33858.0,1.0,0.0,1.0,1.0,1.0,51.12
6.92,4.0,0.0,0.0,1.0,12.8,0.0,1.0,23.0,23759.0,1.0,0.0,1.0,1.0,1.0,65.68
4.05,3.0,0.0,0.0,3.0,21.5,1.0,0.0,34.0,23688.0,1.0,1.0,1.0,1.0,1.0,131.81
4.11,3.0,3.0,0.0,1.0,8.33,0.0,0.0,1.0,30584.0,1.0,1.0,1.0,1.0,1.0,79.59
2.61,3.0,5.0,4.0,4.0,17.5,1.0,1.0,21.0,39696.0,0.0,0.0,1.0,1.0,0.0,145.52
10.56,4.0,1.0,0.0,4.0,7.43,1.0,0.0,23.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
2.58,3.0,3.0,0.0,1.0,8.0,0.0,0.0,29.0,23112.0,1.0,1.0,1.0,1.0,1.0,107.2
2.1,3.0,0.0,0.0,1.0,10.8,0.0,0.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,144.18
2.42,2.0,0.0,0.0,3.0,10.1,1.0,1.0,13.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
7.68,3.0,3.0,0.0,2.0,13.5,1.0,0.0,9.0,33858.0,1.0,0.0,1.0,1.0,1.0,139.37
8.68,4.0,0.0,0.0,0.0,14.5,1.0,1.0,27.0,36509.0,0.0,0.0,0.0,0.0,0.0,104.41
4.0,5.0,4.0,3.0,4.0,15.0,0.0,1.0,21.0,30797.0,1.0,1.0,1.0,1.0,1.0,92.57
9.51,3.0,0.0,0.0,3.0,14.8,0.0,1.0,13.0,23598.0,0.0,0.0,0.0,0.0,1.0,147.35
2.76,3.0,1.0,0.0,4.0,13.8,1.0,1.0,33.0,27694.0,1.0,1.0,1.0,1.0,1.0,123.61
5.34,3.0,4.0,0.0,1.0,13.9,0.0,0.0,20.0,23759.0,1.0,0.0,1.0,1.0,1.0,89.9
11.73,3.0,4.0,0.0,3.0,13.0,1.0,0.0,1.0,23598.0,0.0,0.0,0.0,0.0,1.0,147.35
8.44,4.0,5.0,3.0,3.0,19.3,1.0,1.0,9.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
5.6,2.0,2.0,0.0,2.0,6.96,1.0,1.0,2.0,22478.0,1.0,0.0,0.0,0.0,0.0,78.45
7.64,4.0,2.0,0.0,2.0,21.9,1.0,0.0,10.0,23759.0,1.0,0.0,1.0,1.0,1.0,93.11
5.19,3.0,3.0,0.0,1.0,18.7,0.0,0.0,3.0,33858.0,1.0,0.0,1.0,1.0,1.0,71.51
7.48,4.0,3.0,2.0,3.0,12.0,1.0,0.0,26.0,30584.0,1.0,1.0,1.0,1.0,1.0,146.72
1.36,2.0,5.0,4.0,2.0,9.71,1.0,1.0,18.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.9
14.92,4.0,4.0,1.0,2.0,18.5,0.0,0.0,5.0,20319.0,0.0,0.0,0.0,0.0,0.0,124.36
4.2,3.0,4.0,0.0,2.0,9.14,0.0,1.0,33.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
2.36,4.0,4.0,0.0,2.0,18.3,1.0,0.0,26.0,23598.0,0.0,0.0,0.0,0.0,1.0,101.84
8.43,3.0,0.0,0.0,0.0,6.23,1.0,0.0,31.0,39696.0,0.0,0.0,1.0,1.0,0.0,64.84
5.26,2.0,2.0,0.0,3.0,14.5,1.0,1.0,19.0,21215.0,1.0,0.0,0.0,0.0,0.0,91.28
9.56,4.0,4.0,0.0,2.0,18.8,0.0,0.0,25.0,33858.0,1.0,0.0,1.0,1.0,1.0,111.7
2.85,3.0,4.0,0.0,2.0,8.29,1.0,0.0,20.0,20319.0,0.0,0.0,0.0,0.0,0.0,126.24
7.76,2.0,2.0,1.0,2.0,10.6,0.0,1.0,28.0,23112.0,1.0,1.0,1.0,1.0,1.0,144.54
5.08,2.0,4.0,3.0,3.0,21.0,1.0,1.0,25.0,30797.0,1.0,1.0,1.0,1.0,1.0,99.38
7.96,4.0,2.0,0.0,2.0,12.5,0.0,0.0,9.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.47
14.4,4.0,4.0,1.0,3.0,21.3,1.0,1.0,22.0,27694.0,1.0,1.0,1.0,1.0,1.0,54.9
4.95,3.0,4.0,4.0,3.0,19.8,1.0,1.0,27.0,30584.0,1.0,1.0,1.0,1.0,1.0,115.25
3.48,4.0,1.0,0.0,4.0,17.5,1.0,1.0,21.0,39696.0,0.0,0.0,1.0,1.0,0.0,123.02
11.85,3.0,2.0,0.0,0.0,18.3,0.0,0.0,35.0,23688.0,1.0,1.0,1.0,1.0,1.0,96.55
2.58,3.0,3.0,0.0,1.0,7.13,0.0,1.0,33.0,23688.0,1.0,1.0,1.0,1.0,1.0,96.55
9.68,4.0,4.0,4.0,3.0,9.4,0.0,1.0,11.0,33858.0,1.0,0.0,1.0,1.0,1.0,69.65
3.68,4.0,1.0,0.0,3.0,11.7,0.0,0.0,8.0,30797.0,1.0,1.0,1.0,1.0,1.0,65.7
15.48,4.0,5.0,0.0,1.0,9.55,1.0,1.0,29.0,33858.0,1.0,0.0,1.0,1.0,1.0,149.08
3.99,3.0,3.0,3.0,3.0,8.47,1.0,1.0,35.0,39696.0,0.0,0.0,1.0,1.0,0.0,51.27
4.24,2.0,3.0,3.0,3.0,15.6,0.0,0.0,30.0,30268.0,0.0,0.0,0.0,0.0,0.0,86.42
1.59,3.0,2.0,2.0,2.0,8.16,1.0,1.0,33.0,33858.0,1.0,0.0,1.0,1.0,1.0,138.81
